INDEX,DISTRICT,INSTITUTE,DESIGNATION,VACANCIES,ESTIMATED_TRAVEL_TIME_HOURS,IS_DIFFICULT,IS_DH,DESIG_GROUP
102,BATTICALOA,VALAICHCHENA! BH,MO MEDICO LEGAL,1,5.4,NO,NO,MO Medico Legal
103,BATTICALOA,VALAICHCHENAI BH,MO PAEDIATRICS,1,5.4,NO,NO,MO Paediatrics
29,AMPARA,PANAMA DH,MO,1,5.5,YES,YES,MO
89,BATTICALOA,ERAVUR BH,MO GYN & OBS,1,5.5,NO,NO,MO GYN & OBS
90,BATTICALOA,ERAVUR BH,MO MEDICINE,1,5.5,NO,NO,MO Medicine
257,MANNAR,MURUNKAN BH,MO,1,5.5,YES,NO,MO
291,MONERAGALA,INGINIYAGALA DH,MO,1,5.5,YES,YES,MO
420,VAVUNIYA,ECHCHANKULAM PMCU,MO,1,5.5,NO,NO,MO
81,BATTICALOA,BATTICALOA TEACHING HOSPITAL,MO A&E,2,5.6,NO,NO,MO A&E
82,BATTICALOA,BATTICALOA TEACHING HOSPITAL,MO BLOOD BANK,1,5.6,NO,NO,MO Blood Bank
83,BATTICALOA,BATTICALOA TEACHING HOSPITAL,MO CARDIOLOGY,1,5.6,NO,NO,MO Cardiology
84,BATTICALOA,BATTICALOA TEACHING HOSPITAL,MO ENDOCRINOLOGY,1,5.6,NO,NO,MO Endocrinology
85,BATTICALOA,BATTICALOA TEACHING HOSPITAL,MO PICU,1,5.6,NO,NO,MO ICU
86,BATTICALOA,BATTICALOA TEACHING HOSPITAL,SHO GYN & OBS,1,5.6,NO,NO,SHO GYN & OBS
87,BATTICALOA,BATTICALOA TEACHING HOSPITAL,SHO SURGERY,1,5.6,NO,NO,SHO Surgery
100,BATTICALOA,NAWALKADU DH,Mo,1,5.6,YES,YES,MO
168,KALMUNAI,IRAKKAMAM ERAGAMA DH,MO,1,5.7,YES,YES,MO
174,KALMUNAI,POTTUVIL BH,MO ETU,2,5.7,NO,NO,MO OPD / ETU
175,KALMUNAI,POTTUVIL BH,MO OPD,1,5.7,NO,NO,MO OPD / ETU
261,MANNAR,VANKALAI DH,MO,1,5.7,YES,YES,MO
421,VAVUNIYA,NEDUNKERNY DH,MO,1,5.7,YES,YES,MO
1,AMPARA,AMPARA DGH,MO A&E,1,5.8,NO,NO,MO A&E
2,AMPARA,AMPARA DGH,MO ANAESTHESIA,2,5.8,NO,NO,MO Anaesthesia / ICU
3,AMPARA,AMPARA DGH,MO ENDOCRINOLOGY,1,5.8,NO,NO,MO Endocrinology
4,AMPARA,AMPARA DGH,MO ENT,1,5.8,NO,NO,MO ENT
5,AMPARA,AMPARA DGH,MO EYE,1,5.8,NO,NO,MO Eye
6,AMPARA,AMPARA DGH,MO MICU,1,5.8,NO,NO,MO ICU
7,AMPARA,AMPARA DGH,MO NICU,1,5.8,NO,NO,MO ICU
8,AMPARA,AMPARA DGH,MO OPD,1,5.8,NO,NO,MO OPD / ETU
9,AMPARA,AMPARA DGH,MO RADIOLOGY,1,5.8,NO,NO,MO Radiology
10,AMPARA,AMPARA DGH,MO RESPIRATORY MEDICINE,1,5.8,NO,NO,MO Respiratory
11,AMPARA,AMPARA DGH,MO RHEUMATOLOGY,1,5.8,NO,NO,MO Rheumatology
12,AMPARA,AMPARA DGH,MO SICU,1,5.8,NO,NO,MO ICU
13,AMPARA,AMPARA DGH,SHO GYN & OBS,1,5.8,NO,NO,SHO GYN & OBS
14,AMPARA,AMPARA DGH,SHO MEDICINE,1,5.8,NO,NO,SHO Medicine
15,AMPARA,AMPARA DGH,SHO SURGERY,1,5.8,NO,NO,SHO Surgery
16,AMPARA,AMPARA RDHS,. MO MENTAL HEALTH,1,5.8,NO,NO,MO Mental Health
24,AMPARA,MAHAOYA BH,MO GYN & OBS,1,5.8,NO,NO,MO GYN & OBS
25,AMPARA,MAHAOYA BH,MO MEDICINE,1,5.8,NO,NO,MO Medicine
26,AMPARA,MAHAOYA BH,MO OPD/ETU,1,5.8,NO,NO,MO OPD / ETU
27,AMPARA,MAHAOYA BH,MO SURGERY,1,5.8,NO,NO,MO Surgery
30,AMPARA,SENARATHPURA DH,MO,1,5.8,YES,YES,MO
31,AMPARA,ISENARATHPURA DH,MO MENTAL HEALTH,1,5.8,YES,YES,MO Mental Health
95,BATTICALOA,KATTANKUDY BH,MO ETU,1,5.8,NO,NO,MO OPD / ETU
96,BATTICALOA,KATTANKUDY BH,MO MEDICINE,1,5.8,NO,NO,MO Medicine
99,BATTICALOA,MEERAVODAI DH,Mo,1,5.8,NO,YES,MO
179,KALMUNAI,THIRUKKOVIL BH,MO,2,5.8,YES,NO,MO
91,BATTICALOA,KALUWANCHIKUDY BH,MO ANAESTHESIA,1,5.9,NO,NO,MO Anaesthesia / ICU
92,BATTICALOA,KALUWANCHIKUDY BH,MO ETU,1,5.9,NO,NO,MO OPD / ETU
93,BATTICALOA,KALUWANCHIKUDY BH,MO PAEDIATRICS,1,5.9,NO,NO,MO Paediatrics
167,KALMUNAI,DEEGAWAPIYA DH,MO,1,5.9,YES,YES,MO
245,MANNAR,MANNAR DGH,MO ANAESTHESIA/ICU,2,5.9,NO,NO,MO Anaesthesia / ICU
246,MANNAR,MANNAR DGH,MO BLOOD BANK,1,5.9,NO,NO,MO Blood Bank
247,MANNAR,MANNAR DGH,MO DIALYSIS,1,5.9,NO,NO,MO Dialysis
248,MANNAR,MANNAR DGH,MO ENT,4,5.9,NO,NO,MO ENT
249,MANNAR,MANNAR DGH,MO GYN & OBS,4,5.9,NO,NO,MO GYN & OBS
250,MANNAR,MANNAR DGH,MO MEDICINE,2,5.9,NO,NO,MO Medicine
251,MANNAR,MANNAR DGH,MO OPD,1,5.9,NO,NO,MO OPD / ETU
252,MANNAR,MANNAR DGH,MO ORTHOPAEDIC SURGERY,1,5.9,NO,NO,MO Orthopaedic
253,MANNAR,MANNAR DGH,MO PAEDIATRICS,1,5.9,NO,NO,MO Paediatrics
254,MANNAR,MANNAR DGH,MO RADIOLOGY,1,5.9,NO,NO,MO Radiology
255,MANNAR,MANNAR DGH,MO SURGERY,1,5.9,NO,NO,MO Surgery
256,MANNAR,MANNAR RDHS,MO RELIEF,1,5.9,NO,NO,MO Relief
304,MULLAITIVU,MANKULAM BH,MO,1,5.9,NO,NO,MO
305,MULLAITIVU,MANKULAM BH,MO REHABILITATION,2,5.9,NO,NO,MO Rehabilitation
316,MULLAITIVU,ODDUSUDDAN DH,MO,1,5.9,YES,YES,MO
418,VAVUNIYA,CHEDDIKULAM BH,MO,2,5.9,NO,NO,MO
419,VAVUNIYA,CHEDDIKULAM BH,MO NEPHROLOGY,1,5.9,NO,NO,MO Nephrology
28,AMPARA,PADIYATALAWA DH,MO,1,6.0,NO,YES,MO
164,KALMUNAI,AKKARAIPATTU BH,MO EYE,1,6.0,NO,NO,MO Eye
165,KALMUNAI,AKKARAIPATTU BH,MO RADIOLOGY,1,6.0,NO,NO,MO Radiology
262,MANNAR,VIDATHALTIVU DH,MO,1,6.0,YES,YES,MO
408,TRINCOMALEE,PADAVISIRIPURA DH,MO DIALYSIS,1,6.0,YES,YES,MO Dialysis
97,BATTICALOA,MANDUR DH,Mo,1,6.1,YES,YES,MO
260,MANNAR,THARAPURAM PMCU,MO,1,6.1,YES,NO,MO
301,MULLAITIVU,MALLAVI BH,MO,2,6.1,YES,NO,MO
302,MULLAITIVU,MALLAVI BH,MO DIALYSIS,1,6.1,YES,NO,MO Dialysis
303,MULLAITIVU,MALLAVI BH,MO OPD/ETU,1,6.1,YES,NO,MO OPD / ETU
33,AMPARA,WEERAGODA PMCU,MO,1,6.2,YES,NO,MO
94,BATTICALOA,KATHIRAVELY DH,MO.,1,6.2,YES,YES,MO
101,BATTICALOA,PALUGAMAM DH,Mo,1,6.2,YES,YES,MO
219,KILINOCHCHI,KILINOCHCHI DGH,MO ANAESTHESIA,2,6.2,NO,NO,MO Anaesthesia / ICU
220,KILINOCHCHI,KILINOCHCHI DGH,MO ETU,2,6.2,NO,NO,MO OPD / ETU
221,KILINOCHCHI,KILINOCHCHI DGH,MO GYN & OBS,1,6.2,NO,NO,MO GYN & OBS
222,KILINOCHCHI,KILINOCHCHI DGH,MoO OPD,2,6.2,NO,NO,MO OPD / ETU
223,KILINOCHCHI,KILINOCHCHI DGH,MO ORTHOPAEDIC,1,6.2,NO,NO,MO Orthopaedic
224,KILINOCHCHI,KILINOCHCHI DGH,MO RADIOLOGY,1,6.2,NO,NO,MO Radiology
244,MANNAR,ERUKALAMPIDDY DH,MO,1,6.2,YES,YES,MO
173,KALMUNAI,NINTAVUR BH,MO MEDICINE,1,6.3,NO,NO,MO Medicine
176,KALMUNAI,SAMMANTHURAI BH,MO EYE,1,6.3,NO,NO,MO Eye
177,KALMUNAI,SAMMANTHURAI BH,MO GYN & OBS,1,6.3,NO,NO,MO GYN & OBS
178,KALMUNAI,SAMMANTHURA! MOH,AMOH,1,6.3,NO,NO,AMOH
258,MANNAR,PERIYAMADHU PMCU,MO,1,6.3,YES,NO,MO
318,MULLAITIVU,THUNUKKAI PMCU,MO SOE,1,6.3,YES,NO,MO (SOE)
319,MULLAITIVU,WELIOYA MOH,AMOH,1,6.3,YES,NO,AMOH
32,AMPARA,TAMPITIYA PMCU,MO,1,6.4,YES,NO,MO
166,KALMUNAI,ANNAMALAI DH,MO,1,6.4,YES,YES,MO
169,KALMUNAI,KALMUNAI NORTH BH,MO ANAESTHESIA/ICU,1,6.4,NO,NO,MO Anaesthesia / ICU
170,KALMUNAI,KALMUNAI NORTH BH,MO BLOOD BANK,1,6.4,NO,NO,MO Blood Bank
171,KALMUNAI,HOSPITAL,MO BLOOD BANK,1,6.4,YES,NO,MO Blood Bank
172,KALMUNAI,HOSPITAL,SHO SURGERY,1,6.4,YES,NO,SHO Surgery
182,KALUTARA,KALUTARA TEACHING HOSPITAL,MO GENITO URINARY,1,6.4,NO,NO,MO Urology / GU
183,KALUTARA,KALUTARA TEACHING HOSPITAL,MO GASTROENTEROLOGY,1,6.4,NO,NO,MO ENT
306,MULLAITIVU,MULLAITIVU DGH,MO,1,6.4,NO,NO,MO
307,MULLAITIVU,MULLAITIVU DGH,MO ANAESTHESIA/ICU,1,6.4,NO,NO,MO Anaesthesia / ICU
308,MULLAITIVU,MULLAITIVU DGH,MO BLOOD BANK,1,6.4,NO,NO,MO Blood Bank
309,MULLAITIVU,MULLAITIVU DGH,MO GYN & OBS,1,6.4,NO,NO,MO GYN & OBS
310,MULLAITIVU,MULLAITIVU DGH,MO MEDICO LEGAL,1,6.4,NO,NO,MO Medico Legal
311,MULLAITIVU,MULLAITIVU DGH,MO PAEDIATRICS,1,6.4,NO,NO,MO Paediatrics
312,MULLAITIVU,MULLAITIVU DGH,MO PBU,1,6.4,NO,NO,MO PBU / SCBU
313,MULLAITIVU,MULLAITIVU DGH,MO PSYCHIATRY.,4,6.4,NO,NO,MO Psychiatry
314,MULLAITIVU,MULLAITIVU DGH,MO SURGERY,1,6.4,NO,NO,MO Surgery
259,MANNAR,THALAIMANNAR DH,MO,1,6.5,YES,YES,MO
317,MULLAITIVU,PUTHUKKUDYIRUPPU BH,MO,1,6.5,YES,NO,MO
225,KILINOCHCHI,PALAI DH,MO,1,6.6,NO,YES,MO
315,MULLAITIVU,NADDANKANDAL DH,MO.,1,6.6,YES,YES,MO
300,MULLAITIVU,ALAMPIL DH,MO,1,6.7,YES,YES,MO
17,AMPARA,DEHIATTAKANDIYA BH,MO ANAESTHESIA/ICU,1,6.8,NO,NO,MO Anaesthesia / ICU
18,AMPARA,DEHIATTAKANDIYA BH,MO BLOOD BANK,1,6.8,NO,NO,MO Blood Bank
19,AMPARA,DEHIATTAKANDIYA BH,MO GYN & OBS,2,6.8,NO,NO,MO GYN & OBS
20,AMPARA,DEHIATTAKANDIYA BH,MO MEDICINE,2,6.8,NO,NO,MO Medicine
21,AMPARA,DEHIATTAKANDIYA BH,MO MENTAL HEALTH,1,6.8,NO,NO,MO Mental Health
22,AMPARA,DEHIATTAKANDIYA BH,MO SURGERY,2,6.8,NO,NO,MO Surgery
163,JAFFNA,THOLPURAM PMCU,,1,6.8,NO,NO,MO
226,KILINOCHCHI,POONAKERY POONARYN DH,MO menENs,1,6.8,YES,YES,MO
153,JAFFNA,MULLIYAN PMCU,MO,1,6.9,YES,NO,MO
151,JAFFNA,KAYTS BH,MO,1,7.0,YES,NO,MO
141,JAFFNA,CHAVAKACHCHERI BH,MO BLOOD BANK,1,7.1,NO,NO,MO Blood Bank
142,JAFFNA,CHAVAKACHCHERI BH,MO ETU,1,7.1,NO,NO,MO OPD / ETU
143,JAFFNA,GURUNAGAR DH,MO,1,7.2,NO,YES,MO
152,JAFFNA,KODIKAMAM DH,MO,1,7.3,NO,YES,MO
144,JAFFNA,INUVIL PMCU,MOIC,1,7.4,NO,NO,MOIC
145,JAFFNA,JAFFNA RDHS,MO STD,1,7.4,NO,NO,MO STD
146,JAFFNA,JAFFNA TEACHING HOSPITAL,ANESTHESIA,1,7.4,NO,NO,MO Anaesthesia / ICU
147,JAFFNA,JAFFNA TEACHING HOSPITAL,MO MEDICO LEGAL,1,7.4,NO,NO,MO Medico Legal
148,JAFFNA,JAFFNA TEACHING HOSPITAL,MO ORTHOPAEDIC SURGERY,1,7.4,NO,NO,MO Orthopaedic
149,JAFFNA,JAFFNA TEACHING HOSPITAL,SHO PAEDIATRICS,1,7.4,NO,NO,SHO Paediatrics
154,JAFFNA,POINT PEDRO BH,MO ANAESTHESIA/ICU,1,7.4,NO,NO,MO Anaesthesia / ICU
155,JAFFNA,POINT PEDRO BH,MO BLOOD BANK,1,7.4,NO,NO,MO Blood Bank
156,JAFFNA,POINT PEDRO BH,MO ICU,1,7.4,NO,NO,MO Anaesthesia / ICU
157,JAFFNA,POINT PEDRO BH,MO MEDICINE,1,7.4,NO,NO,MO Medicine
158,JAFFNA,POINT PEDRO BH,MO SURGERY,1,7.4,NO,NO,MO Surgery
159,JAFFNA,POINT PEDRO PMCU,MOIC,1,7.4,NO,NO,MOIC
160,JAFFNA,TELLIPPALAI BH,MO MEDICINE,1,7.4,NO,NO,MO Medicine
161,JAFFNA,TELLIPPALAI BH,MO PAEDIATRICS,1,7.4,NO,NO,MO Paediatrics
162,JAFFNA,TELLIPPALAI MOH,AMOH.,1,7.4,NO,NO,AMOH
150,JAFFNA,KANKASANTHURAI PMCU,MO,1,7.7,NO,NO,MO
140,JAFFNA,ANALATIVU DH,MO,1,10.5,YES,YES,MO
